elev_threshold,elev_unit,n_total,n_total_above_threshold,pct_total_above_threshold,n_land,n_land_above_threshold,pct_land_above_threshold
-22600,ft,3732480000,3729455847,99.91897738233024,1271851649,1271851649,100.0
-22400,ft,3732480000,3729264298,99.91384543252744,1271851649,1271851649,100.0
-22200,ft,3732480000,3729051504,99.90814429012346,1271851649,1271851649,100.0
-22000,ft,3732480000,3728818435,99.9018999432013,1271851649,1271851649,100.0
-21800,ft,3732480000,3728569606,99.89523335691015,1271851649,1271851649,100.0
-21600,ft,3732480000,3728295157,99.887880363726,1271851649,1271851649,100.0
-21400,ft,3732480000,3727990637,99.8797217131773,1271851649,1271851649,100.0
-21200,ft,3732480000,3727639252,99.87030746313442,1271851649,1271851649,100.0
-21000,ft,3732480000,3727196761,99.8584523158865,1271851649,1271851649,100.0
-20800,ft,3732480000,3726637572,99.84347061471193,1271851649,1271851649,100.0
-20600,ft,3732480000,3725833065,99.82191639338991,1271851649,1271851649,100.0
-20400,ft,3732480000,3724571103,99.78810611175412,1271851649,1271851649,100.0
-20200,ft,3732480000,3722737799,99.7389885277349,1271851649,1271851649,100.0
-20000,ft,3732480000,3719976918,99.66501945087448,1271851649,1271851649,100.0
-19800,ft,3732480000,3715603828,99.54785633144719,1271851649,1271851649,100.0
-19600,ft,3732480000,3709387878,99.38131960519547,1271851649,1271851649,100.0
-19400,ft,3732480000,3701475833,99.16934137624314,1271851649,1271851649,100.0
-19200,ft,3732480000,3691472540,98.90133476937585,1271851649,1271851649,100.0
-19000,ft,3732480000,3679739992,98.58699824245542,1271851649,1271851649,100.0
-18800,ft,3732480000,3666303308,98.22700477966393,1271851649,1271851649,100.0
-18600,ft,3732480000,3649999665,97.79020021540637,1271851649,1271851649,100.0
-18400,ft,3732480000,3631452288,97.29328189300412,1271851649,1271851649,100.0
-18200,ft,3732480000,3610084957,96.72081181948731,1271851649,1271851649,100.0
-18000,ft,3732480000,3586490180,96.08866437328533,1271851649,1271851649,100.0
-17800,ft,3732480000,3559537202,95.36654454946844,1271851649,1271851649,100.0
-17600,ft,3732480000,3528713658,94.54072514789095,1271851649,1271851649,100.0
-17400,ft,3732480000,3495291665,93.64528852130486,1271851649,1271851649,100.0
-17200,ft,3732480000,3460564438,92.71488227666323,1271851649,1271851649,100.0
-17000,ft,3732480000,3422317194,91.69016830632717,1271851649,1271851649,100.0
-16800,ft,3732480000,3381933796,90.60822284379287,1271851649,1271851649,100.0
-16600,ft,3732480000,3341100235,89.51421668702847,1271851649,1271851649,100.0
-16400,ft,3732480000,3300168126,88.4175702481996,1271851649,1271851649,100.0
-16200,ft,3732480000,3258814804,87.3096387388546,1271851649,1271851649,100.0
-16000,ft,3732480000,3218088127,86.21849620091736,1271851649,1271851649,100.0
-15800,ft,3732480000,3177733736,85.13732788923183,1271851649,1271851649,100.0
-15600,ft,3732480000,3138231826,84.07899911051098,1271851649,1271851649,100.0
-15400,ft,3732480000,3098502582,83.01457963605966,1271851649,1271851649,100.0
-15200,ft,3732480000,3056649985,81.89327163173012,1271851649,1271851649,100.0
-15000,ft,3732480000,3015426836,80.78882769633059,1271851649,1271851649,100.0
-14800,ft,3732480000,2972748415,79.6453943490655,1271851649,1271851649,100.0
-14600,ft,3732480000,2928534798,78.46083027906379,1271851649,1271851649,100.0
-14400,ft,3732480000,2882489453,77.22719084897977,1271851649,1271851649,100.0
-14200,ft,3732480000,2827901048,75.76466713820302,1271851649,1271851649,100.0
-14000,ft,3732480000,2772322011,74.27560257523149,1271851649,1271851649,100.0
-13800,ft,3732480000,2717479647,72.80627483603395,1271851649,1271851649,100.0
-13600,ft,3732480000,2669083046,71.50964093578533,1271851649,1271851649,100.0
-13400,ft,3732480000,2625445333,70.34050639253257,1271851649,1271851649,100.0
-13200,ft,3732480000,2583220388,69.20922250085734,1271851649,1271851649,100.0
-13000,ft,3732480000,2540123697,68.05458293145576,1271851649,1271851649,100.0
-12800,ft,3732480000,2495955055,66.87122382437414,1271851649,1271851649,100.0
-12600,ft,3732480000,2453810699,65.74209906014232,1271851649,1271851649,100.0
-12400,ft,3732480000,2409117639,64.54468983088992,1271851649,1271851649,100.0
-12200,ft,3732480000,2369054954,63.471336859139235,1271851649,1271851649,100.0
-12000,ft,3732480000,2330676687,62.443112541795266,1271851649,1271851649,100.0
-11800,ft,3732480000,2292530034,61.42109358924897,1271851649,1271851649,100.0
-11600,ft,3732480000,2257308571,60.47744585369513,1271851649,1271851649,100.0
-11400,ft,3732480000,2224394352,59.595613425925926,1271851649,1271851649,100.0
-11200,ft,3732480000,2193243939,58.76103660300926,1271851649,1271851649,100.0
-11000,ft,3732480000,2162942796,57.94921328446502,1271851649,1271851649,100.0
-10800,ft,3732480000,2133919389,57.17162286201132,1271851649,1271851649,100.0
-10600,ft,3732480000,2105928069,56.421683947402265,1271851649,1271851649,100.0
-10400,ft,3732480000,2077928928,55.67153549382716,1271851649,1271851649,100.0
-10200,ft,3732480000,2054068246,55.03226396390603,1271851649,1271851649,100.0
-10000,ft,3732480000,2032221491,54.44694924018347,1271851649,1271851649,100.0
-9800,ft,3732480000,2010454630,53.86377502357682,1271851649,1271851649,100.0
-9600,ft,3732480000,1990558684,53.33072605881344,1271851649,1271851649,100.0
-9400,ft,3732480000,1971870416,52.83003300754458,1271851649,1271851649,100.0
-9200,ft,3732480000,1952524150,52.31171098036694,1271851649,1271851649,100.0
-9000,ft,3732480000,1933317392,51.79712662894376,1271851649,1271851649,100.0
-8800,ft,3732480000,1916325913,51.34189367391118,1271851649,1271851649,100.0
-8600,ft,3732480000,1900622679,50.92117517039609,1271851649,1271851649,100.0
-8400,ft,3732480000,1885670280,50.520572916666666,1271851649,1271851649,100.0
-8200,ft,3732480000,1872119916,50.15753375771605,1271851649,1271851649,100.0
-8000,ft,3732480000,1859020478,49.80657573516804,1271851649,1271851649,100.0
-7800,ft,3732480000,1846084107,49.459986577289094,1271851649,1271851649,100.0
-7600,ft,3732480000,1834492897,49.1494367551869,1271851649,1271851649,100.0
-7400,ft,3732480000,1823384578,48.85182447059328,1271851649,1271851649,100.0
-7200,ft,3732480000,1811958042,48.54568656764403,1271851649,1271851649,100.0
-7000,ft,3732480000,1801051397,48.25347750021434,1271851649,1271851649,100.0
-6800,ft,3732480000,1790684983,47.97574221429184,1271851649,1271851649,100.0
-6600,ft,3732480000,1780467163,47.70198803476509,1271851649,1271851649,100.0
-6400,ft,3732480000,1770403388,47.43236100394376,1271851649,1271851649,100.0
-6200,ft,3732480000,1761443883,47.19231939621913,1271851649,1271851649,100.0
-6000,ft,3732480000,1752589782,46.95510175540124,1271851649,1271851649,100.0
-5800,ft,3732480000,1743309701,46.70647132737483,1271851649,1271851649,100.0
-5600,ft,3732480000,1734917479,46.48162827396262,1271851649,1271851649,100.0
-5400,ft,3732480000,1726919064,46.26733603395062,1271851649,1271851649,100.0
-5200,ft,3732480000,1718645511,46.04567234117798,1271851649,1271851649,100.0
-5000,ft,3732480000,1711109344,45.843764574759945,1271851649,1271851649,100.0
-4800,ft,3732480000,1703670071,45.6444527767061,1271851649,1271851649,100.0
-4600,ft,3732480000,1696020893,45.43951723786866,1271851649,1271851649,100.0
-4400,ft,3732480000,1688115417,45.22771500450103,1271851649,1271851649,100.0
-4200,ft,3732480000,1680800041,45.03172263481653,1271851649,1271851649,100.0
-4000,ft,3732480000,1673755760,44.84299339849108,1271851649,1271851649,100.0
-3800,ft,3732480000,1666137088,44.63887517146777,1271851649,1271851649,100.0
-3600,ft,3732480000,1659435252,44.459320666152266,1271851649,1271851649,100.0
-3400,ft,3732480000,1653326588,44.29565832904664,1271851649,1271851649,100.0
-3200,ft,3732480000,1647157808,44.130385373799726,1271851649,1271851649,100.0
-3000,ft,3732480000,1641461738,43.97777718835734,1271851649,1271851649,100.0
-2800,ft,3732480000,1635550047,43.81939211998457,1271851649,1271851649,100.0
-2600,ft,3732480000,1629076779,43.645961371527775,1271851649,1271851649,100.0
-2400,ft,3732480000,1622432697,43.46795420203189,1271851649,1271851649,100.0
-2200,ft,3732480000,1615232699,43.27505302104767,1271851649,1271851649,100.0
-2000,ft,3732480000,1606557697,43.04263377164781,1271851649,1271851649,100.0
-1800,ft,3732480000,1595014350,42.73336628729424,1271851649,1271851649,100.0
-1600,ft,3732480000,1580997838,42.35783816658093,1271851649,1271851649,100.0
-1400,ft,3732480000,1564865660,41.92562746484911,1271851649,1271851649,100.0
-1200,ft,3732480000,1547120093,41.450191106181414,1271851649,1271789279,99.9950961261835
-1000,ft,3732480000,1527313352,40.91953210733882,1271851649,1271724400,99.98999498093193
-800,ft,3732480000,1503888941,40.29194907943244,1271851649,1271655757,99.98459788921498
-600,ft,3732480000,1477414429,39.5826482392404,1271851649,1271562391,99.97725693871392
-400,ft,3732480000,1442215839,38.639613313400204,1271851649,1271425640,99.96650481993439
-200,ft,3732480000,1380098624,36.97537894375857,1271851649,1270834278,99.9200086739047
0,ft,3732480000,1271330831,34.061289839463306,1271851649,1266316529,99.56479829983694
200,ft,3732480000,1153662586,30.90874126586077,1271851649,1152429601,90.61037911977421
400,ft,3732480000,1053612501,28.228215583204733,1271851649,1052513431,82.75441808229318
600,ft,3732480000,967542500,25.92224204818244,1271851649,966492078,75.99094428661624
800,ft,3732480000,900344408,24.121881644375858,1271851649,899337961,70.71091677296712
1000,ft,3732480000,837532169,22.43902630422668,1271851649,836561464,65.77508191759242
1200,ft,3732480000,779832464,20.893145147462278,1271851649,778896421,61.24113780191356
1400,ft,3732480000,727524904,19.491729466735254,1271851649,726622540,57.1310766134801
1600,ft,3732480000,683896319,18.322839479381003,1271851649,683023574,53.70308514652875
1800,ft,3732480000,648697891,17.379808893818588,1271851649,647854309,50.93788332227103
2000,ft,3732480000,618725244,16.576786586934155,1271851649,617910659,48.583548205943316
2200,ft,3732480000,593039531,15.888619121870713,1271851649,592251312,46.56606865003955
2400,ft,3732480000,570269349,15.278564091435186,1271851649,569506670,44.77775929667407
2600,ft,3732480000,549927828,14.733577353395061,1271851649,549191486,43.18046734710016
2800,ft,3732480000,531176293,14.23118926290295,1271851649,530477038,41.7090341013506
3000,ft,3732480000,513333593,13.753150532621742,1271851649,512665908,40.308624705018566
3200,ft,3732480000,495790821,13.283147424768519,1271851649,495148846,38.93133655873414
3400,ft,3732480000,478599823,12.822568988983196,1271851649,477979844,37.58141481168925
3600,ft,3732480000,461917844,12.375628107853224,1271851649,461319563,36.27149151889805
3800,ft,3732480000,445523017,11.93638055662723,1271851649,444944838,34.98402021570992
4000,ft,3732480000,430449636,11.532536972736626,1271851649,429891273,33.80042580736553
4200,ft,3732480000,416692312,11.163952974965706,1271851649,416161305,32.72089990426234
4400,ft,3732480000,403805113,10.81868122535151,1271851649,403303349,31.709936399980247
4600,ft,3732480000,391755022,10.495837137774348,1271851649,391278180,30.764451208412908
4800,ft,3732480000,380832844,10.203211912722908,1271851649,380380042,29.90757941769984
5000,ft,3732480000,370568776,9.928218664266119,1271851649,370143354,29.102714478612906
5200,ft,3732480000,360669965,9.663011322230796,1271851649,360274548,28.32677445386557
5400,ft,3732480000,351409423,9.414904379929698,1271851649,351041934,27.600855357305907
5600,ft,3732480000,342357770,9.172393957904664,1271851649,342017729,26.891322527192006
5800,ft,3732480000,333463135,8.934090336719821,1271851649,333149414,26.194046629726074
6000,ft,3732480000,324902231,8.704727982467421,1271851649,324613816,25.522930780113334
6200,ft,3732480000,316481159,8.479111984525034,1271851649,316215853,24.862636554241714
6400,ft,3732480000,308287278,8.259582851080246,1271851649,308053467,24.22086469300163
6600,ft,3732480000,300032131,8.038412288880316,1271851649,299821020,23.573584249054193
6800,ft,3732480000,291795221,7.817730329432441,1271851649,291606296,22.92769728523582
7000,ft,3732480000,283494506,7.5953389167524,1271851649,283327066,22.27673850348564
7200,ft,3732480000,275369852,7.377664501886145,1271851649,275221628,21.639444208480953
7400,ft,3732480000,267245693,7.1600033489797665,1271851649,267114810,21.002041410255703
7600,ft,3732480000,258881392,6.935908350480109,1271851649,258766488,20.34565023392913
7800,ft,3732480000,249925616,6.695966649519891,1271851649,249824189,19.64255730583245
8000,ft,3732480000,240324063,6.4387233957047325,1271851649,240234597,18.888570627626713
8200,ft,3732480000,230154996,6.166275398662552,1271851649,230076123,18.089855305129223
8400,ft,3732480000,219392077,5.877917014960563,1271851649,219323008,17.244386023514917
8600,ft,3732480000,208114638,5.575773694701646,1271851649,208054436,16.358388666129724
8800,ft,3732480000,196095337,5.253754527820645,1271851649,196043143,15.41399448230774
9000,ft,3732480000,183572581,4.918246876071674,1271851649,183527551,14.429949526291018
9200,ft,3732480000,168578813,4.516536270790467,1271851649,168540517,13.251586152560785
9400,ft,3732480000,150665087,4.036594623413923,1271851649,150632749,11.84357854301921
9600,ft,3732480000,137228601,3.676606465406379,1271851649,137201463,10.78753666812284
9800,ft,3732480000,124972907,3.3482538955332646,1271851649,124950439,9.824293509250307
10000,ft,3732480000,109512905,2.9340520243912893,1271851649,109494753,8.60908212731342
10200,ft,3732480000,94251916,2.5251820773319618,1271851649,94237680,7.4094867962073145
10400,ft,3732480000,84112900,2.253539201817558,1271851649,84102033,6.612566258503943
10600,ft,3732480000,76022201,2.036774503815158,1271851649,76013901,5.976632656785587
10800,ft,3732480000,68666499,1.8397017264660493,1271851649,68660239,5.398447142320763
11000,ft,3732480000,62140970,1.6648708097565157,1271851649,62136254,4.885495415196808
11200,ft,3732480000,56024496,1.5009992283950617,1271851649,56020951,4.404676523716171
11400,ft,3732480000,49915995,1.3373412583590536,1271851649,49913421,3.9244687884192064
11600,ft,3732480000,43550472,1.1667971965020576,1271851649,43548613,3.4240324360345267
11800,ft,3732480000,37908120,1.0156282150205762,1271851649,37906786,2.980440842279397
12000,ft,3732480000,32561283,0.8723766235853909,1271851649,32560353,2.5600747560142527
12200,ft,3732480000,27012332,0.7237100265775034,1271851649,27011683,2.123807680026053
12400,ft,3732480000,22368705,0.5992987236368312,1271851649,22368227,1.7587135274453696
12600,ft,3732480000,19659382,0.526710980366941,1271851649,19659027,1.5457012628365119
12800,ft,3732480000,17583060,0.4710824974279835,1271851649,17582803,1.3824570667360907
13000,ft,3732480000,15864992,0.4250522976680384,1271851649,15864799,1.2473781051802528
13200,ft,3732480000,14508341,0.3887051236711248,1271851649,14508197,1.1407145645804797
13400,ft,3732480000,13553754,0.363129983281893,1271851649,13553628,1.065661078527249
13600,ft,3732480000,13049550,0.3496214313271605,1271851649,13049443,1.0260192696420367
13800,ft,3732480000,12536873,0.33588587212791493,1271851649,12536788,0.9857115025842137
14000,ft,3732480000,12001851,0.3215516493055556,1271851649,12001778,0.9436460619787269
14200,ft,3732480000,11449247,0.3067463723851166,1271851649,11449187,0.9001983060683204
14400,ft,3732480000,10888772,0.2917302169067215,1271851649,10888721,0.8561313741709824
14600,ft,3732480000,10306521,0.2761306423611111,1271851649,10306475,0.8103519784012169
14800,ft,3732480000,9692079,0.2596686117541152,1271851649,9692042,0.7620418629500082
15000,ft,3732480000,9007005,0.24131422003600822,1271851649,9006971,0.708177797865166
15200,ft,3732480000,8314533,0.2227616222993827,1271851649,8314502,0.6537320611674577
15400,ft,3732480000,7630497,0.20443504050925926,1271851649,7630472,0.5999498452511737
15600,ft,3732480000,6941464,0.18597457990397806,1271851649,6941445,0.5457747376007058
15800,ft,3732480000,6264876,0.16784754372427985,1271851649,6264864,0.49257820319891726
16000,ft,3732480000,5553778,0.14879592121056243,1271851649,5553767,0.4366678302745983
16200,ft,3732480000,4804843,0.12873057591735254,1271851649,4804834,0.3777825820942109
16400,ft,3732480000,4074395,0.10916053133573388,1271851649,4074388,0.32035088394181105
16600,ft,3732480000,3411828,0.09140914351851852,1271851649,3411825,0.2682565221095216
16800,ft,3732480000,2819947,0.07555156357167353,1271851649,2819945,0.22171964805936262
17000,ft,3732480000,2311070,0.06191781335733882,1271851649,2311069,0.18170900684974461
17200,ft,3732480000,1880770,0.05038928540809328,1271851649,1880769,0.1478764446685873
17400,ft,3732480000,1523925,0.04082875192901234,1271851649,1523925,0.11981939884248245
17600,ft,3732480000,1228305,0.03290854873971193,1271851649,1228305,0.09657612198449098
17800,ft,3732480000,985300,0.026397998113854595,1271851649,985300,0.07746972697442325
18000,ft,3732480000,787941,0.02111038773148148,1271851649,787941,0.061952272548415746
18200,ft,3732480000,628023,0.016825890560699587,1271851649,628023,0.04937863629722746
18400,ft,3732480000,497489,0.013328644761659809,1271851649,497489,0.03911533238889562
18600,ft,3732480000,390525,0.01046288258744856,1271851649,390525,0.03070523203763995
18800,ft,3732480000,303446,0.008129876114540467,1271851649,303446,0.023858600194337602
19000,ft,3732480000,232872,0.006239068930041152,1271851649,232872,0.01830968259412148
19200,ft,3732480000,176837,0.0047377882801783264,1271851649,176837,0.013903901460444621
19400,ft,3732480000,133429,0.0035748081704389573,1271851649,133429,0.010490924794956176
19600,ft,3732480000,100137,0.00268285429526749,1271851649,100137,0.007873323911537422
19800,ft,3732480000,74916,0.0020071373456790123,1271851649,74916,0.005890309617391548
20000,ft,3732480000,56250,0.0015070408950617284,1271851649,56250,0.0044226856209391135
20200,ft,3732480000,42282,0.0011328125,1271851649,42282,0.0033244443275475127
20400,ft,3732480000,31715,0.0008497031464334705,1271851649,31715,0.0024936084349881597
20600,ft,3732480000,24005,0.0006431380744170096,1271851649,24005,0.0018874056592114385
20800,ft,3732480000,18377,0.0004923536093964334,1271851649,18377,0.001444901220551077
21000,ft,3732480000,14243,0.0003815961505486968,1271851649,14243,0.0011198633119828584
21200,ft,3732480000,11249,0.00030138138717421124,1271851649,11249,0.0008844584986656726
21400,ft,3732480000,9020,0.00024166237997256515,1271851649,9020,0.0007092022097932586
21600,ft,3732480000,7367,0.00019737547153635116,1271851649,7367,0.0005792342216792613
21800,ft,3732480000,6031,0.00016158157578875172,1271851649,6031,0.00047419052408682297
22000,ft,3732480000,4998,0.00013390560699588476,1271851649,4998,0.0003929703597058433
22200,ft,3732480000,4182,0.0001120434670781893,1271851649,4182,0.00032881193363141993
22400,ft,3732480000,3491,9.353030692729767e-05,1271851649,3491,0.0002744816978257501
22600,ft,3732480000,2962,7.935742455418381e-05,1271851649,2962,0.00023288879660838494
22800,ft,3732480000,2454,6.5747170781893e-05,1271851649,2454,0.00019294703135617038
23000,ft,3732480000,2041,5.4682141632373116e-05,1271851649,2041,0.00016047469070820853
23200,ft,3732480000,1690,4.527820644718793e-05,1271851649,1690,0.00013287713243354847
23400,ft,3732480000,1389,3.721386316872428e-05,1271851649,1389,0.00010921085026638984
23600,ft,3732480000,1123,3.0087234224965705e-05,1271851649,1123,8.829646137448221e-05
23800,ft,3732480000,922,2.470207475994513e-05,1271851649,922,7.249273142232644e-05
24000,ft,3732480000,741,1.9852752057613168e-05,1271851649,741,5.826151191317125e-05
24200,ft,3732480000,613,1.6423396776406034e-05,1271851649,613,4.819744507796758e-05
24400,ft,3732480000,499,1.3369127229080932e-05,1271851649,499,3.9234135552864314e-05
24600,ft,3732480000,390,1.0448816872427984e-05,1271851649,390,3.0663953638511184e-05
24800,ft,3732480000,306,8.198302469135803e-06,1271851649,306,2.4059409777908777e-05
25000,ft,3732480000,232,6.2157064471879285e-06,1271851649,232,1.8241121138806655e-05
25200,ft,3732480000,190,5.090449245541838e-06,1271851649,190,1.4938849208505448e-05
25400,ft,3732480000,142,3.804441015089163e-06,1271851649,142,1.1164824145304073e-05
25600,ft,3732480000,113,3.0274777091906724e-06,1271851649,113,8.88468400295324e-06
25800,ft,3732480000,82,2.1969307270233195e-06,1271851649,82,6.447292816302351e-06
26000,ft,3732480000,69,1.84863683127572e-06,1271851649,69,5.4251610283519784e-06
26200,ft,3732480000,52,1.3931755829903977e-06,1271851649,52,4.088527151801491e-06
26400,ft,3732480000,41,1.0984653635116598e-06,1271851649,41,3.2236464081511756e-06
26600,ft,3732480000,34,9.109224965706447e-07,1271851649,34,2.673267753100975e-06
26800,ft,3732480000,26,6.965877914951989e-07,1271851649,26,2.0442635759007456e-06
27000,ft,3732480000,13,3.4829389574759943e-07,1271851649,13,1.0221317879503728e-06
27200,ft,3732480000,9,2.4112654320987655e-07,1271851649,9,7.076296993502581e-07
27400,ft,3732480000,6,1.6075102880658437e-07,1271851649,6,4.717531329001721e-07
27600,ft,3732480000,5,1.3395919067215364e-07,1271851649,5,3.931276107501434e-07
27800,ft,3732480000,3,8.037551440329219e-08,1271851649,3,2.3587656645008605e-07
28000,ft,3732480000,1,2.6791838134430727e-08,1271851649,1,7.862552215002868e-08
28200,ft,3732480000,0,0.0,1271851649,0,0.0
28400,ft,3732480000,0,0.0,1271851649,0,0.0
28600,ft,3732480000,0,0.0,1271851649,0,0.0
28800,ft,3732480000,0,0.0,1271851649,0,0.0
29000,ft,3732480000,0,0.0,1271851649,0,0.0
29200,ft,3732480000,0,0.0,1271851649,0,0.0
